id_studenta	imię	nazwisko	id_uczelnia	miejsce_zam	rok_studiow	dochod_na_osobe
1119	Adam	Beben	2	Kobylin	I	2162
1458	Beata	Pogonska	1	Kobylin-Borzymy	IV	2983
1129	Robert	Zalesiak	3	Kobylin-Borzymy	I	1115
663	Lechoslawa	Burcz	8	Kobylin-Borzymy	III	2874
437	Honorata	Caban	2	Kogutek	II	689
1120	Roksana	Kajka	2	Kogutek	II	2036
752	Kinga	Krol	2	Kogutek	III	3262
6	Marcin	Biernat	3	Kogutek	I	931
1275	Andrzej	Kononowicz	3	Kogutek	IV	2730
581	Andrzej	Kuras	1	Kolbaskowo	V	838
42	Monika	Chojecka	5	Kolbaskowo	I	2124
36	Bartosz	Samek	2	Koniakow	I	543
915	Wojciech	Augustowski	2	Koniakow	II	814
5	Pawel	Milek	2	Koniakow	IV	1459
1563	Mieczyslaw	Zuchowski	2	Koniakow	I	1745
1159	Szymon	Brandys	2	Koniakow	II	2119
298	Alicja	Miskowiec	2	Koniakow	V	2730
337	Jagna	Meller	2	Koniakow	V	3247
1296	Krystyna	Charkow	3	Koniakow	I	398
1423	Zofia	Cybulska	3	Koniakow	II	2100
968	Lucyna	Sokolowska	3	Koniakow	II	2284
248	Bartosz	Adamiec	3	Koniakow	I	2668
1472	Adrianna	Wojtas	3	Koniakow	II	2746
366	Joanna	Chodyra	3	Koniakow	I	3225
781	Angelika	Koszka	3	Koniakow	I	3338
459	Wieslawa	Bedynska	5	Koniakow	II	593
759	Jowita	Farcik	5	Koniakow	IV	2443
702	Juliusz	Wozniak	7	Koniakow	I	1523
281	Aleksander	Ogonowski	8	Koniakow	I	1229
424	Tomasz	Bronikowski	2	Konin	I	1304
655	Pawel	Pawlowski	3	Konin	I	2802
1079	Dariusz	Barcinski	5	Konin	II	1115
1396	Cecylia	Jaskolska	1	Koscian	III	3050
941	Sylwia	Filipowicz	2	Koscian	II	2693
1245	Lukasz	Kotala	3	Koscian	II	653
216	Stefania	Stolowska	3	Koscian	II	2867
271	Seweryn	Wawa	2	Kostrzyn	IV	1309
91	Ireneusz	Pazdziernik	3	Koszalin	II	2759
661	Aleksandra	Wybraniec	5	Koszalin	I	764
467	Adam	Bednarczyk	2	Krapkowice	I	1303
13	Kamil	Berakacz	2	Krapkowice	I	1765
101	Kacper	Wosik	2	Krapkowice	I	2343
1382	Wislawa	Slonina	3	Krapkowice	IV	2012
588	Tomasz	Ichniowski	5	Krapkowice	II	783
743	Michal	Czajczyk	3	Krasnik	I	3080
1144	Anna	Michajlow	5	Krasnik	I	2312
1374	Barbara	Kaczmarek	2	Krosno	II	2792
1373	Piotr	Baranski	2	Krosno	I	2861
1088	Irmina	Kilen	3	Krosno	I	1985
747	Agnieszka	Dziernanowska	3	Krosno	I	2982
1	Jadwiga	Baranowska	5	Krosno	I	2382
936	Wiktor	Buchta	8	Krosno	III	1652
140	Karina	Mikolajczak	2	Kruszwica	I	642
111	Janusz	Judycki	4	Kruszwica	I	1361
1130	Adrianna	Wojtczak	4	Kruszwica	I	2847
492	Marek	Piec	5	Kruszwica	V	3259
922	Malgorzata	Janowska	2	Krzeszowice	II	1464
631	Adam	Banas	2	Krzeszowice	I	1991
1080	Jerzy	Obornicki	2	Krzeszowice	I	2015
1392	Jedrzej	Banas	5	Krzeszowice	V	2002
583	Barbara	Balwierz	5	Krzeszowice	V	2746
644	Alicja	Medynska	3	Krzyz Wielkopolski	I	590
892	Zofia	Chalupka	5	Kudowa-Slone	II	3255
836	Patrycja	Kantor	2	Kuznia Raciborska	IV	534
1257	Anna	Sobol	2	Kuznia Raciborska	I	1204
1340	Jan	Wilczek	2	Kuznia Raciborska	I	1387
301	Eleonora	Mrowka	2	Kuznia Raciborska	I	2064
394	Adam	Loziczonek	2	Kuznia Raciborska	II	2100
352	Jadwiga	Beben	2	Kuznia Raciborska	V	2998
966	Zofia	Klein	3	Kuznia Raciborska	III	849
965	Wojciech	Sobczak	3	Kuznia Raciborska	I	2626
1058	Julita	Ciecierska	5	Kuznia Raciborska	I	1273
1306	Matylda	Marzec	5	Kuznia Raciborska	II	2995
766	Dariusz	Chrascik	5	Kuznia Raciborska	IV	3152
272	Renata	Kaluza	8	Kuznia Raciborska	II	2790
627	Tomasz	Mazurek	3	Kuznica Bialostocka	V	2409
222	Maciej	Buzek	5	Kuznica Bialostocka	V	1311
1290	Sabina	Krakowiak	5	Lazy	II	2800
322	Marzena	Skrzypek	9	Lazy	V	2409
898	Sobieslaw	Bulwan	3	Leczyca	I	970
156	Barbara	Kotwicka	5	Leczyca	V	2308
600	Marcin	Jader	2	Ledziny	I	1074
1440	Natalia	Zawalinska	2	Ledziny	I	1082
148	Magdalena	Wawrzyn	2	Ledziny	I	1189
950	Elzbieta	Zagorska	3	Ledziny	IV	486
1188	Wiga	Debska	3	Ledziny	II	523
1236	Ewa	Biel	3	Ledziny	I	2416
1089	Malgorzata	Pietrzyk	3	Ledziny	I	3243
45	Joanna	Lodziarz	5	Ledziny	I	602
289	Olga	Gonerska	5	Ledziny	I	1990
1397	Piotr	Siudut	5	Ledziny	I	2195
1054	Dorota	Roos	9	Ledziny	I	852
58	Radomila	Bojka	9	Ledziny	III	1403
453	Mateusz	Bednarek	2	Legionowo	I	507
1072	Kajetan	Kuzon	2	Legionowo	I	1249
1004	Faustyn	Katana	3	Legionowo	I	3318
278	Karolina	Weiss	2	Legnica	I	871
1501	Elzbieta	Kosinska	2	Legnica	I	2455
579	Konstantyn	Piatek	5	Legnica	I	350
182	Wojciech	Kujdowicz	5	Legnica	V	2637
386	Tomasz	Nawrot	2	Leszno	II	383
398	Karol	Zalewski	2	Leszno	I	2978
74	Maria	Swoboda	3	Leszno	I	1032
711	Anna	Bugajska	2	Limanowa	I	412
741	Roman	Kolek	2	Limanowa	I	674
1062	Danuta	Bialecka	2	Limanowa	I	685
570	Krzysztof	Chorzyk	2	Limanowa	I	1037
1103	Elzbieta	Matuszewska	2	Limanowa	I	1140
1166	Dariusz	Konczak	2	Limanowa	I	2351
521	Teresa	Gryglak	2	Limanowa	II	3117
1030	Mateusz	Switaj	3	Limanowa	I	1947
28	Piotr	Skiba	3	Limanowa	III	2917
1192	Wojciech	Jagodzinski	5	Limanowa	V	818
321	Milosz	Ostrowski	5	Limanowa	I	978
1390	Mikolaj	Mela	5	Limanowa	III	2192
423	Gracja	Kozlowska	5	Limanowa	I	3330
472	Adam	Grabczak	8	Limanowa	IV	1116
1590	Pawel	Jakubowski	4	Lodz	II	1145
1042	Maksym	Majewski	2	Lomza	III	1309
35	Karol	Kedzierski	3	Lomza	III	1374
1165	Elzbieta	Lubanska	1	Lubaczow	I	2715
67	Anna	Barcikowska	2	Lubaczow	I	3099
407	Kinga	Wronska	2	Lubaczow	II	3271
1459	Klaudia	Dziarska	4	Lubaczow	V	1945
787	Jolanta	Zarebska	2	Lublin	I	885
1335	Aleksandra	Piotrowska	2	Lublin	I	1210
134	Michal	Salacinski	2	Lublin	II	1608
1595	Konstantyn	Sokolowski	3	Lublin	III	1293
438	Franciszek	Szybinski	3	Lublin	V	1776
375	Jaroslaw	Kata	4	Lublin	I	2437
350	Iwona	Pawlowska	4	Lublin	III	2942
264	Klemens	Radzik	5	Lublin	II	672
834	Joanna	Andrychowicz	5	Lublin	I	1032
1151	Kacper	Sokolowski	5	Lublin	II	1241
336	Kacper	Wozniak	7	Lublin	V	1897
1138	Stanislaw	Zelazko	2	Lubliniec	V	1363
1118	Przemyslaw	Lipert	2	Lubliniec	II	1929
1248	Dorota	Chojnacka	2	Lubliniec	III	2107
1272	Natalia	Rybinska	2	Lubliniec	I	2872
251	Marek	Majchrowicz	3	Lubliniec	I	2405
1204	Rafal	Szkwarek	3	Lubliniec	IV	2859
1240	Michal	Piwonski	5	Lubliniec	I	2417
3	Katarzyna	Bilska	5	Lubliniec	I	3037
771	Tomasz	Mieta	5	Lubliniec	II	3329
184	Anna	Owsianka	2	Lwowek Slaski	III	429
625	Jan	Trzmielewski	2	Lwowek Slaski	II	2094
332	Agata	Babulak	3	Lwowek Slaski	I	2170
1050	Karol	Medrzec	5	Malbork	II	1603
1155	Jadwiga	Chaberow	2	Medyka	I	2396
1190	Stanislaw	Pigulski	3	Medyka	II	1340
780	Jerzy	Barczyk	3	Medyka	I	3282
1128	Jan	Bialek	2	Miechow	I	1686
1232	Helena	Bliszczyk	2	Miechow	I	2104
636	Pawel	Janowicz	2	Miechow	I	2133
1085	Andrzej	Blasik	2	Miechow	I	2289
1053	Adam	Wolski	2	Miechow	I	3241
830	Teresa	Grabik	3	Miechow	V	3145
1025	Kamil	Malek	4	Miechow	II	2719
1345	Grzegorz	Kalamar	5	Miechow	II	412
917	Wojtek	Trzconka	5	Miechow	V	1913
340	Anna	Cender	7	Miechow	I	2190
1450	Janina	Witarek	1	Miedzyrzecz	I	1863
192	Tymon	Czarnecki	3	Miedzyrzecze	II	2025
943	Frydryk	Alancki	9	Miedzyrzecze	III	2855
447	Lucjusz	Tokarczyk	2	Mikolajki	II	985
1558	Andrzej	Balicki	2	Mikolajki	I	2463
277	Lukasz	Klos	5	Mikolajki	III	2482
796	Grzegorz	Sawicki	5	Mikolajki	III	2857
1605	Czeslaw	Balonski	1	Mikolow	I	629
874	Marek	Markiewicz	2	Mikolow	I	620
1078	Janusz	Sekula	2	Mikolow	I	850
1585	Mateusz	Symanski	2	Mikolow	V	955
1076	Witold	Muraszkowski	2	Mikolow	II	1357
1177	Wojciech	Mielczarek	2	Mikolow	III	1485
1208	Maciej	Skoczylas	2	Mikolow	I	1809
328	Mateusz	Bartoszewski	2	Mikolow	I	2149
1407	Jolanta	Guryn	2	Mikolow	I	2391
1137	Izabella	Chorzowik	2	Mikolow	I	2409
150	Teofil	Chudy	2	Mikolow	II	2530
1051	Anastazja	Grabowska	2	Mikolow	V	2706
446	Szymon	Maron	3	Mikolow	IV	2372
1361	Witold	Kornacki	3	Mikolow	I	2770
448	Krzysztof	Badura	4	Mikolow	I	637
1333	Mariola	Kucharska	5	Mikolow	I	373
1476	Anna	Marchlewska	5	Mikolow	I	385
714	Michal	Kopernik	5	Mikolow	I	499
493	Marek	Grzeszczak	5	Mikolow	I	508
599	Henryk	Chlopicki	5	Mikolow	I	951
590	Piotr	Kalicinski	5	Mikolow	III	1155
1011	Jerzy	Gibki	5	Mikolow	III	1770
628	Roch	Lechowicz	5	Mikolow	II	2674
9	Martyn	Kowalski	5	Mikolow	V	2713
202	Piotr	Bros	5	Mikolow	V	2849
634	Wojciech	Musiol	5	Mikolow	III	2972
462	Aleksander	Adamczyk	8	Mirow	V	1260
518	Tadeusz	Krason	2	Mlynarze	IV	1894
1552	Krystiana	Wolna	2	Mlynarze	III	2215
558	Agnieszka	Witas	3	Mlynarze	V	1914
317	Zdzislawa	Modrzewska	3	Mlynarze	III	2124
94	Tymon	Czarna	3	Monki	IV	1051
124	Helena	Maczynska	5	Monki	I	2171
868	Jerzy	Kaktus	2	Mordy	I	2732
765	Pawel	Janicki	2	Myslowice	V	1067
540	Alina	Charemska	2	Myslowice	I	1847
215	Katarzyna	Schmidt	2	Myslowice	IV	2151
641	Tomasz	Koscielny	2	Myslowice	II	2245
642	Ada	Drukarczyk	2	Myslowice	I	2353
751	Andrzej	Kacperski	2	Myslowice	I	2370
174	Kuba	Hauser	2	Myslowice	IV	2481
1314	Tomasz	Krolikiewicz	2	Myslowice	III	2856
551	Grzegorz	Kinski	2	Myslowice	I	3000
110	Ireneusz	Alotek	2	Myslowice	I	3140
854	Beata	Moskala	3	Myslowice	IV	972
37	Natalia	Goral	3	Myslowice	I	1947
1074	Jakub	Kucharczyk	3	Myslowice	I	2404
604	Piotr	Pszczola	4	Myslowice	I	1048
219	Piotr	Swiezy	5	Myslowice	II	558
568	Felicja	Latas	5	Myslowice	II	592
1469	Janusz	Tkaczyk	5	Myslowice	I	633
667	Szczepan	Sobczak	5	Myslowice	V	902
22	Gabriela	Kolska	5	Myslowice	I	1111
133	Adam	Kaleta	5	Myslowice	I	1446
41	Barbara	Szelest	5	Myslowice	I	1666
845	Jadwiga	Loch	5	Myslowice	I	1676
1439	Danuta	Muniak	5	Myslowice	I	1924
1041	Franciszek	Leszczynski	5	Myslowice	IV	2676
516	Ruta	Sawa	5	Myslowice	II	2726
541	Zbigniew	Jaworski	5	Myslowice	III	3238
811	Adam	Skalny	8	Myslowice	III	426
887	Stefan	Kalinowski	8	Myslowice	II	1932
1087	Henryk	Macutkiewicz	9	Myslowice	III	2086
1496	Alan	Nieszporek	2	Myszkow	I	1921
696	Krzysztof	Bladowicz	2	Myszkow	I	2004
783	Kamil	Slimak	2	Myszkow	V	2585
515	Danuta	Kapusta	2	Myszkow	I	2708
586	Miroslawa	Krasuska	3	Myszkow	III	3018
200	Anna	ocon	3	Myszkow	III	3019
1568	Renata	Chyla	3	Myszkow	II	3318
789	Andrzej	Malek	5	Myszkow	IV	451
671	Agnieszka	Lencznarowicz	5	Myszkow	III	478
415	Roman	Hajtowicz	5	Myszkow	III	751
385	Martyna	Piotrkowska	5	Myszkow	I	1137
865	Beata	Nowakowska	5	Myszkow	III	3044
1500	Paulina	Andruszewska	2	Naleczow	I	766
1473	Jan	Orlowski	2	Naleczow	I	1314
1301	Michalina	Mol	2	Naleczow	IV	2081
601	Elzbieta	Sikora	2	Naleczow	IV	2468
1276	Zygmunt	Szczygielski	2	Naleczow	II	2500
1342	Ewelina	Paca	3	Naleczow	I	350
401	Tomasz	Niczyj	3	Naleczow	V	3295
82	Jadwiga	Borek	5	Naleczow	V	1634
1535	Agata	Rakulska	5	Naleczow	I	1824
311	Karolina	Bajerowicz	5	Naleczow	I	1965
1015	Tomasz	Bansik	5	Naleczow	II	2355
856	Jadwiga	Chodorowska	5	Naleczow	I	2763
450	Krzysztof	Lipinski	6	Naleczow	I	2635
422	Jadwiga	Bober	9	Naleczow	IV	3025
755	Szymon	Boruta	1	Nowy Sacz	V	945
138	Danuta	Zasada	2	Nowy Sacz	I	525
925	Adam	Zareba	2	Nowy Sacz	I	985
1470	Maria	Bujaczka	2	Nowy Sacz	I	1216
746	Michal	Kurtyka	2	Nowy Sacz	IV	1445
1468	Walery	Susel	2	Nowy Sacz	III	2097
660	Karolina	Naparstek	2	Nowy Sacz	I	2409
810	Adam	Jankowski	2	Nowy Sacz	I	2449
353	Katarzyna	Czader	3	Nowy Sacz	I	353
343	Andrzej	Pyza	3	Nowy Sacz	I	788
1609	Walenty	Mondkiewicz	3	Nowy Sacz	III	1793
1520	Teresa	Wrobel	3	Nowy Sacz	IV	2341
1019	Jaroslaw	Nowik	3	Nowy Sacz	III	3069
530	Ewa	Barwicka	5	Nowy Sacz	I	600
659	Felicja	Adamkowska	5	Nowy Sacz	I	617
587	Patrycja	Kochanska	5	Nowy Sacz	I	1111
1256	Franciszek	Kosiorowski	5	Nowy Sacz	III	1470
96	Kaja	Kalwas	5	Nowy Sacz	II	1600
1565	Anna	Pankiewicz	5	Nowy Sacz	I	2463
1294	Izabella	Wreczycka	8	Nowy Sacz	V	1873
1457	Leszek	Bareczek	1	Nowy Targ	I	2922
769	Honorata	Milosz	2	Nowy Targ	III	761
1368	Antoni	Buchalterz	2	Nowy Targ	III	1308
1420	Beata	Rejkowicz	2	Nowy Targ	I	1822
71	Boleslaw	Ludziejewski	2	Nowy Targ	I	2979
1152	Janusz	Sapek	3	Nowy Targ	II	1160
510	Agnieszka	Badowska	3	Nowy Targ	I	1372
643	Karol	Andrus	3	Nowy Targ	V	1775
365	Ewa	Chiluta	3	Nowy Targ	I	1924
1262	Aleksandra	Majewska	3	Nowy Targ	I	2206
1311	Agnieszka	Kapuscinska	3	Nowy Targ	II	2227
572	Robert	Zielinski	3	Nowy Targ	V	2538
562	Grzegorz	Borutawski	3	Nowy Targ	I	2859
1096	Dorota	Chenowska	3	Nowy Targ	I	2956
1225	Beata	Ciechanowicz	4	Nowy Targ	V	1778
1360	Miron	Symanski	4	Nowy Targ	V	3075
23	Bogumila	Kolodziej	5	Nowy Targ	II	630
93	Maciej	Slomczynski	5	Nowy Targ	I	710
695	Miroslawa	Grzesik	5	Nowy Targ	I	788
866	Anna	Sawicka	5	Nowy Targ	V	1134
538	Katarzyna	Budziak	5	Nowy Targ	II	1153
615	Klaudiusz	Ostrowski	5	Nowy Targ	III	1555
848	Jaroslaw	Szczepanski	5	Nowy Targ	II	2180
938	Dariusz	Kowalczyk	5	Nowy Targ	III	2441
921	Hanna	Pietrzyk	5	Nowy Targ	I	2589
178	Monika	Lawrynowicz	5	Nowy Targ	I	2835
927	Ewa	Sochacka	6	Nowy Targ	I	2333
575	Anastazja	Litwin	8	Nowy Targ	I	889
106	Kazimierz	Sycowski	8	Nowy Targ	I	2331
1517	Zofia	Piwowarczyk	1	Nysa	V	1206
1073	Kamil	Bajer	1	Nysa	I	3074
1258	Dariusz	Reszczynski	2	Nysa	I	1048
1187	Rafal	Eminowicz	2	Nysa	IV	2555
1540	Barbara	Wolej	3	Nysa	I	1795
486	Piotr	Murarz	3	Nysa	III	2893
846	Ewa	Sosnowska	4	Nysa	I	1151
1553	Anna	Rozalska	5	Nysa	I	471
595	Bartosz	Grzesik	5	Nysa	I	725
43	Elzbieta	Jandura	5	Nysa	V	1552
1544	Anna	Kowalska	5	Nysa	I	1612
1292	Lech	Smolarz	5	Oborniki	I	1255
392	Krzysztof	Nisiewicz	5	Oborniki	I	1280
1451	Karolina	Rogowska	7	Oborniki	I	3050
351	Oktawian	Kadej	1	Ogrodniki	I	2668
367	Jacek	Winogrodzki	2	Ogrodniki	I	1004
284	Czeslawa	Bochenek	3	Ogrodniki	I	1883
1313	Ryszard	Baranek	5	Ogrodniki	I	1047
632	Katarzyna	Jokiel	1	Ogrodzieniec	I	847
683	Jaroslaw	Walewski	2	Ogrodzieniec	II	356
1603	Adrian	Melnik	2	Ogrodzieniec	I	424
491	Anna	Barska	2	Ogrodzieniec	II	1047
456	Danuta	Banaszczykiewicz	2	Ogrodzieniec	I	2423
362	Grazyna	Chojacka	2	Ogrodzieniec	I	2543
65	Beata	Grabowska	2	Ogrodzieniec	V	2838
319	Dominik	Felinski	2	Ogrodzieniec	V	2842
99	Cezary	Karpowicz	2	Ogrodzieniec	I	2993
151	Krzysztof	Rosiewicz	3	Ogrodzieniec	I	680
1099	Maciej	Rojkiewicz	3	Ogrodzieniec	I	2143
176	Franciszek	Bielanski	3	Ogrodzieniec	IV	3125
742	Magdalena	Peciak	4	Ogrodzieniec	I	2024
85	Wawrzyniec	Kalinowski	5	Ogrodzieniec	V	875
937	Sobieslaw	Symanski	5	Ogrodzieniec	II	983
528	Krzysztof	Barski	5	Ogrodzieniec	I	1047
1323	Barbara	Barska	5	Ogrodzieniec	IV	1047
1212	Dorota	Szymanek	5	Ogrodzieniec	I	1364
1082	Grzegorz	Wroclawski	5	Ogrodzieniec	IV	1899
1133	Antoni	Kaber	5	Ogrodzieniec	I	2522
1528	Ilona	Banasiewicz	5	Ogrodzieniec	I	2796
347	Jan	Krzyzewski	8	Ogrodzieniec	II	1379
209	Zofia	Bujak	8	Ogrodzieniec	II	2484
195	Czeslaw	Kos	9	Ogrodzieniec	I	1980
679	Sandra	Swiatek	9	Ogrodzieniec	I	2456
241	Anna	Trzebnicka	1	Olkusz	I	1151
496	Michal	Sawicki	2	Olkusz	II	451
1580	Slawomir	Malcharek	2	Olkusz	II	607
909	Monika	Drzewiecka	2	Olkusz	I	1736
1545	Robert	Zalewicz	3	Olkusz	II	784
1543	Dawid	Kruk	3	Olkusz	I	810
1017	Jerzy	Barankiewicz	3	Olkusz	I	869
136	Zofia	Gorajska	3	Olkusz	II	2428
782	Maciej	Pajak	3	Olkusz	IV	2558
173	Grzegorz	Szlachcic	3	Olkusz	II	2675
777	Michal	Piekarz	3	Olkusz	II	3142
1123	Zygfryd	Klimczyk	5	Olkusz	I	1955
844	Paulina	Szeruga	5	Olkusz	I	2077
463	Kinga	Kawka	5	Olkusz	I	2512
843	Brygida	Jakobik	5	Olkusz	V	2648
1035	Antoni	Borowicz	5	Olkusz	IV	2699
526	Krzysztof	Cebula	5	Olkusz	I	3155
408	Ewa	Gruszczynska	10	Olkusz	I	3337
445	Jagna	Urban	3	Olsztyn	I	1098
828	Zygmunt	Banachowicz	3	Olszyna	II	3239
1477	Kamil	Tusinski	5	Olszyna	IV	1663
1402	Grzegorz	Zaba	5	Opole	III	1006
1180	Izabella	Olszewska	9	Opole	I	2183
421	Sebastian	Alot	2	Ostroleka	II	634
1406	Adam	Grzmot	2	Oswiecim	V	890
1270	Andrzej	Konik	2	Oswiecim	IV	1498
108	Jolanta	Czubacka	2	Oswiecim	I	2385
623	Joanna	Letka	2	Oswiecim	II	2560
469	Wieslawa	Barcisz	3	Oswiecim	II	1278
325	Mateusz	Buczek	3	Oswiecim	I	2275
1186	Marcin	Rusin	3	Oswiecim	IV	2578
1168	Malgorzata	Zielinska	5	Oswiecim	V	1345
16	Wieslawa	Babiarz	5	Oswiecim	II	1576
1171	Stefan	Lipski	5	Oswiecim	II	2529
1430	Katarzyna	Komar	5	Oswiecim	I	2969
1321	Adrian	Misztal	5	Oswiecim	I	3349
77	Mariola	Barszczon	7	Oswiecim	I	2664
87	Korneliusz	Gajos	3	Otmuchow	II	1517
998	Kacper	Berkowski	6	Otmuchow	I	1127
221	Beata	Mikolajczyk	6	Otmuchow	I	2862
658	Artur	Dartcjan	2	Piechowice	I	1008
465	Jerzy	Bodnarczyk	2	Piechowice	I	3260
1385	Marek	Poludniak	8	Piechowice	V	1569
1134	Grzegorz	Serocki	3	Pila	I	2664
666	Wioletta	Pacula	5	Pila	V	2742
360	Irena	Fudecka	2	Pilica	I	3215
1607	Oskar	Piekarski	3	Pilica	II	401
425	Andrzej	Latacki	5	Pilica	II	1518
763	Janusz	Gajda	5	Pilica	V	2262
1367	Dominik	Zelechowski	7	Pilica	I	2926
929	Renata	Banachowicz	2	Piotrkow Trybunalski	I	464
146	Krzysztof	Wroblewski	2	Piotrkow Trybunalski	I	919
1114	Aneta	Basista	5	Piotrkow Trybunalski	I	2579
21	Andrzej	Tokarski	5	Piotrkow Trybunalski	I	2580
488	Bohdan	Mrozowski	2	Piwniczna-Zdroj	I	2851
113	Adam	Sliz	3	Piwniczna-Zdroj	I	1077
243	Natalia	Chlopecka	3	Piwniczna-Zdroj	I	2101
1441	Emila	Florek	5	Piwniczna-Zdroj	I	2316
613	Wojciech	Janocha	7	Piwniczna-Zdroj	II	3289
369	Walery	Latka	2	Plock	V	1126
995	Ewa	Szepelak	2	Plock	I	2284
293	Slawomir	Rojek	5	Plock	III	1093
1462	Karolina	Dabrowka	3	Poraj	I	2145
86	Boleslaw	Drozdz	5	Poraj	I	1233
945	Jolanta	Chmiel	5	Poraj	I	1300
1007	Frydryk	Wenc	2	Poznan	V	1452
851	Tomasz	Wojtkiewicz	2	Poznan	I	2811
252	Olgierd	Dudzinski	5	Poznan	I	3136
1586	Maria	Kazmierowska	2	Prudnik	I	859
953	Zygmunt	Grzmil	2	Prudnik	II	1346
1161	Dyta	Nowakowska	2	Prudnik	V	1435
693	Kamil	Borysow	3	Prudnik	I	421
1588	Ewa	Laczna	3	Prudnik	V	2539
621	Zofia	Kielbus	4	Prudnik	II	1384
1534	Agata	Najowicz	5	Prudnik	I	2951
431	Justyna	Firlej	8	Prudnik	I	1919
414	Dawid	Trzebiatowski	2	Przasnysz	I	2037
1594	Piotr	Bielawa	3	Przasnysz	I	3047
1037	Zofia	Miejska	1	Przemysl	II	3283
364	Agnieszka	Nawrot	2	Przemysl	I	1142
946	Boleslaw	Bialowasicz	2	Przemysl	I	2057
1040	Zdzislawa	Hejak	2	Przemysl	IV	2233
833	Krystian	Dziwulski	2	Przemysl	I	2368
1070	Barbara	Czarnecka	2	Przemysl	V	2940
512	Piotr	Januszewski	3	Przemysl	I	1613
553	Ewa	Oszczudlowska	4	Przemysl	I	1141
145	Paulina	Lewinska	5	Przemysl	I	714
103	Tomasz	Jasak	5	Przemysl	III	923
762	Piotr	Wojcik	5	Przemysl	II	1625
1182	Borys	Krolikiewicz	5	Przemysl	I	2506
1600	Laura	Cedro	5	Przemysl	I	2764
1424	Kacper	Gajdemski	5	Przemysl	III	2793
867	Elzbieta	Wieczorek	2	Pszczyna	IV	3214
165	Kinga	Myszograj	3	Pszczyna	IV	2155
961	Janusz	Smitkowski	3	Pszczyna	V	2238
970	Agnieszka	Baranowska	5	Pszczyna	I	772
1075	Rafal	Turowski	5	Pszczyna	III	1908
700	Zyta	Bugala	5	Pszczyna	II	1958
335	Dominik	Kondratowicz	5	Pszczyna	V	2209
681	Maryla	Ciechowicz	5	Pszczyna	I	2219
154	Halina	Haczyk	5	Pszczyna	V	3243
193	Alina	Batorek	8	Pszczyna	I	1309
2	Zofia	Chorzowska	1	Pulawy	II	1549
1021	Anna	Klubicka	2	Pulawy	I	2039
544	Grzegorz	Sokolowski	3	Pulawy	III	606
1386	Hanna	Karska	5	Pulawy	I	1912
1185	Jolanta	Dworek	7	Pulawy	I	2126
1365	Marcin	Janeczek	2	Pyrzowice	IV	628
838	Miron	Raban	2	Pyrzowice	IV	1362
1416	Antoni	Graczyk	2	Pyrzowice	IV	2209
1227	Piotr	Jaworski	2	Pyrzowice	I	2303
382	Ewelina	Ewertowska	2	Pyrzowice	I	2601
1267	Maciej	Cisasny	3	Pyrzowice	II	1739
519	Marcin	Gorgon	3	Pyrzowice	V	2681
205	Wiktor	Gorecki	3	Pyrzowice	II	3274
1330	Zofia	Nowak 	5	Pyrzowice	I	434
1325	Tomasz	Hubisz	5	Pyrzowice	I	1470
1380	Wincenty	Pohorecki	6	Pyrzowice	II	1619
412	Roza	Szklarczyk	2	Pyrzyce	II	2605
962	Jan	Karbowniczek	2	Pyrzyce	IV	2865
857	Janina	Bawinek	3	Pyrzyce	I	3327
673	Klara	Lipiec	2	Rabka	I	355
377	Anita	Wiwatowicz	2	Rabka	I	399
396	Anna	Klemczak	2	Rabka	I	1814
1029	Roman	Badurzewski	2	Rabka	I	2135
750	Tadeusz	Staron	2	Rabka	IV	2198
162	Marcin	Hebda	2	Rabka	I	2725
824	Piotr	Hardy	2	Rabka	I	2849
940	Wiktoria	Gumienny	3	Rabka	I	855
290	Radoslaw	Niedziela	3	Rabka	II	2283
982	Marek	Marciniak	5	Rabka	I	827
1339	Edward	Balowski	5	Rabka	I	1187
198	Damian	Kulesza	5	Rabka	I	2883
39	Henryk	Klosinski	6	Rabka	I	1611
1578	Ewa	Bartosz	1	Raciborz	I	2717
691	Karolina	Tomsza	2	Raciborz	I	767
7	Gracja	Bijakowska	2	Raciborz	V	1482
1183	Anna	Dziwak	2	Raciborz	I	2519
95	Janina	Lina	2	Raciborz	I	2968
535	Agnieszka	Otwocka	2	Raciborz	I	3176
826	Dorota	Stachowska	3	Raciborz	I	2242
345	Oskar	Szanca	3	Raciborz	I	2257
1317	Jaroslaw	Szturc	3	Raciborz	I	3131
104	Witold	Barylkiewicz	4	Raciborz	II	632
1422	Karolina	Krynicka	5	Raciborz	I	962
341	Ewa	Seweryn	5	Raciborz	I	1206
1039	Wincenty	Klimkiewicz	5	Raciborz	I	1416
932	Artur	Blotny	8	Raciborz	I	1641
388	Wlodzimierz	Komik	2	Radom	III	1032
532	Natalia	Pypno	2	Radom	I	1139
330	Barbara	Bakan	2	Radom	I	1218
712	Antoni	Wojtyra	2	Radom	I	2404
116	Jaromir	Gonczyk	2	Radom	III	2523
911	Jan	Sztonyk	2	Radom	I	2533
578	Wislaw	Kowalski	2	Radom	II	3208
115	Bronislawa	Wegrzyn	3	Radom	IV	2404
1608	Wieslaw	Mazurek	3	Radom	II	2574
217	Adam	Rabka	5	Radom	I	510
1502	Artur	Biankowski	5	Radom	I	577
